# gammadot	df	err
0.001	1.8574700016988486	0.015970140635058222
0.0001	1.8452345505480154	0.018643031015040105
5e-05	1.84624769297998	0.019045499980987847
2e-05	1.8207811450040898	0.004652737846740122
1e-05	1.8447547692160042	0.01911225292716309
5e-06	1.8302538137739175	0.012677333160915717
2e-06	1.841316019113054	0.029266413879610324
1e-06	1.8567206385778474	0.019684743945438322
